year,lat,lon,average_spi,peak_spi,drought_duration
1850,-77.0,236.25,-1.6996440357993354,-1.6996440357993354,1
1850,-77.0,238.75,-1.6607696142795494,-1.6607696142795494,1
1850,-77.0,241.25,-1.8077210478484809,-1.8077210478484809,1
1850,-77.0,243.75,-1.6664308983510243,-1.6664308983510243,1
1850,-77.0,246.25,-1.802160257929354,-1.802160257929354,1
1850,-77.0,248.75,-1.8190966221254683,-1.8190966221254683,1
1850,-77.0,251.25,-1.5202453817425103,-1.5202453817425103,1
1850,-77.0,253.75,-1.288829228254273,-1.288829228254273,1
1850,-75.0,36.25,-1.1407777053815988,-1.1407777053815988,1
1850,-75.0,38.75,-1.244050333017838,-1.244050333017838,1
1850,-75.0,56.25,-1.2798780801564382,-1.2798780801564382,1
1850,-75.0,58.75,-1.632588761849338,-1.632588761849338,1
1850,-75.0,61.25,-2.015808730081208,-2.015808730081208,1
1850,-75.0,63.75,-2.000633055782974,-2.000633055782974,1
1850,-75.0,66.25,-1.5032909562066856,-1.5032909562066856,1
1850,-75.0,68.75,-1.148213937187884,-1.148213937187884,1
1850,-75.0,71.25,-1.6739171969826985,-1.6739171969826985,1
1850,-75.0,73.75,-1.5834569977287614,-1.5834569977287614,1
1850,-75.0,76.25,-1.3284125440883956,-1.3284125440883956,1
1850,-75.0,78.75,-1.2705741334295808,-1.2705741334295808,1
1850,-75.0,81.25,-1.279556743657423,-1.279556743657423,1
1850,-75.0,83.75,-1.1400135226838437,-1.1400135226838437,1
1850,-75.0,86.25,-1.2487652453229563,-1.2487652453229563,1
1850,-75.0,221.25,-1.2376347344580192,-1.2376347344580192,1
1850,-75.0,223.75,-1.2733272540569045,-1.2733272540569045,1
1850,-75.0,226.25,-1.2021947381931843,-1.2021947381931843,1
1850,-75.0,228.75,-1.1300090544339103,-1.1300090544339103,1
1850,-75.0,231.25,-1.2875232816317697,-1.2875232816317697,1
1850,-75.0,233.75,-1.1187669226323074,-1.1187669226323074,1
1850,-75.0,236.25,-1.030930651251742,-1.030930651251742,1
1850,-75.0,238.75,-1.4054349462916869,-1.4054349462916869,1
1850,-75.0,241.25,-1.561564422475474,-1.561564422475474,1
1850,-75.0,243.75,-1.7768943600022211,-1.7768943600022211,1
1850,-75.0,246.25,-1.9309188395971264,-1.9309188395971264,1
1850,-75.0,248.75,-1.8344016054050405,-1.8344016054050405,1
1850,-75.0,251.25,-1.7865588449672574,-1.7865588449672574,1
1850,-75.0,256.25,-1.173842079809755,-1.173842079809755,1
1850,-73.0,33.75,-1.006307782090304,-1.006307782090304,1
1850,-73.0,36.25,-1.6804504477378877,-1.6804504477378877,1
1850,-73.0,38.75,-1.0352095262501602,-1.0352095262501602,1
1850,-73.0,66.25,-1.3518841025378898,-1.3518841025378898,1
1850,-73.0,68.75,-1.5271185774684728,-1.5271185774684728,1
1850,-73.0,71.25,-1.11336219945929,-1.11336219945929,1
1850,-73.0,76.25,-1.5813132703339592,-1.5813132703339592,1
1850,-73.0,78.75,-1.5255421866492105,-1.5255421866492105,1
1850,-73.0,81.25,-1.4992969455120002,-1.4992969455120002,1
1850,-73.0,83.75,-1.2899355114818465,-1.2899355114818465,1
1850,-73.0,86.25,-1.00334884352887,-1.00334884352887,1
1850,-71.0,41.25,-1.062096487233946,-1.062096487233946,1
1850,-71.0,43.75,-1.3117720250547913,-1.3117720250547913,1
1850,-71.0,76.25,-1.0752316911037731,-1.0752316911037731,1
1850,-71.0,78.75,-1.2406805688755125,-1.2406805688755125,1
1850,-71.0,81.25,-1.489539050181116,-1.489539050181116,1
1850,-71.0,83.75,-1.101145923646604,-1.101145923646604,1
1850,-49.0,288.75,-1.1737289128260289,-1.1737289128260289,1
1850,-49.0,291.25,-1.2471430653652809,-1.2471430653652809,1
1850,-47.0,288.75,-1.0259977049600235,-1.0259977049600235,1
1850,-47.0,291.25,-1.4586474347958205,-1.4586474347958205,1
1850,-45.0,286.25,-1.837886291115426,-1.837886291115426,1
1850,-45.0,288.75,-1.6006869847708365,-1.6006869847708365,1
1850,-45.0,291.25,-1.2217369651605925,-1.2217369651605925,1
1850,-43.0,286.25,-1.6660895396504944,-1.6660895396504944,1
1850,-43.0,288.75,-1.5418279788291094,-1.5418279788291094,1
1850,-41.0,286.25,-1.1096769441780865,-1.1096769441780865,1
1850,-41.0,288.75,-1.3363592538520686,-1.3363592538520686,1
1850,-35.0,138.75,-1.0128082497125332,-1.0128082497125332,1
1850,-33.0,293.75,-1.1834515280549158,-1.1834515280549158,1
1850,-33.0,303.75,-1.9469552821557543,-1.9469552821557543,1
1850,-33.0,306.25,-1.7456131871615064,-1.7456131871615064,1
1850,-31.0,138.75,-1.064734717642551,-1.064734717642551,1
1850,-31.0,298.75,-1.3888253964764363,-1.3888253964764363,1
1850,-31.0,301.25,-1.1247600680639152,-1.1247600680639152,1
1850,-31.0,303.75,-1.4648589369952525,-1.4648589369952525,1
1850,-31.0,306.25,-1.084219785889001,-1.084219785889001,1
1850,-31.0,308.75,-1.683571250486368,-1.683571250486368,1
1850,-29.0,298.75,-1.1512173941427095,-1.1512173941427095,1
1850,-29.0,301.25,-1.2058633969865344,-1.2058633969865344,1
1850,-29.0,303.75,-1.6629826331709154,-1.6629826331709154,1
1850,-29.0,306.25,-1.4326044045104456,-1.4326044045104456,1
1850,-29.0,308.75,-1.6449843721308597,-1.6449843721308597,1
1850,-27.0,116.25,-1.4440372517006277,-1.4440372517006277,1
1850,-27.0,133.75,-1.1849760972088998,-1.1849760972088998,1
1850,-27.0,136.25,-1.1794139561815615,-1.1794139561815615,1
1850,-27.0,138.75,-1.001477352048268,-1.001477352048268,1
1850,-27.0,151.25,-1.0623461988669074,-1.0623461988669074,1
1850,-27.0,291.25,-1.0812352870222064,-1.0812352870222064,1
1850,-27.0,296.25,-1.0124905001499944,-1.0124905001499944,1
1850,-27.0,298.75,-1.5462540794526267,-1.5462540794526267,1
1850,-25.0,113.75,-1.2824940033754744,-1.2824940033754744,1
1850,-25.0,116.25,-1.4103217118375588,-1.4103217118375588,1
1850,-25.0,118.75,-1.0347149728467395,-1.0347149728467395,1
1850,-25.0,133.75,-1.0028450311623285,-1.0028450311623285,1
1850,-25.0,136.25,-1.4318463290972134,-1.4318463290972134,1
1850,-25.0,138.75,-1.4476719946009078,-1.4476719946009078,1
1850,-25.0,141.25,-1.1345666018632914,-1.1345666018632914,1
1850,-25.0,143.75,-1.1043897361119934,-1.1043897361119934,1
1850,-25.0,298.75,-1.3300631448998463,-1.3300631448998463,1
1850,-23.0,131.25,-1.2006567563559627,-1.2006567563559627,1
1850,-23.0,133.75,-1.5214997273619253,-1.5214997273619253,1
1850,-23.0,136.25,-1.6769341177709345,-1.6769341177709345,1
1850,-23.0,138.75,-1.3858230056658762,-1.3858230056658762,1
1850,-23.0,143.75,-1.14989958096524,-1.14989958096524,1
1850,-23.0,296.25,-1.126490422111743,-1.126490422111743,1
1850,-23.0,298.75,-1.0865790949986351,-1.0865790949986351,1
1850,-21.0,133.75,-1.4642775582250558,-1.4642775582250558,1
1850,-21.0,136.25,-1.4193696934805793,-1.4193696934805793,1
1850,-21.0,138.75,-1.325261590751425,-1.325261590751425,1
1850,-21.0,141.25,-1.1863173619970282,-1.1863173619970282,1
1850,-21.0,143.75,-1.0276939654027797,-1.0276939654027797,1
1850,-21.0,146.25,-1.0801538556302686,-1.0801538556302686,1
1850,-21.0,296.25,-1.350486313827707,-1.350486313827707,1
1850,-21.0,298.75,-1.3655284415015363,-1.3655284415015363,1
1850,-19.0,131.25,-1.2400903576228075,-1.2400903576228075,1
1850,-19.0,138.75,-1.406516307388871,-1.406516307388871,1
1850,-19.0,141.25,-1.593997820254441,-1.593997820254441,1
1850,-19.0,293.75,-1.8609909119548405,-1.8609909119548405,1
1850,-19.0,296.25,-1.0418370674033843,-1.0418370674033843,1
1850,-19.0,298.75,-2.3400550314251403,-2.3400550314251403,1
1850,-19.0,303.75,-1.4028903781173456,-1.4028903781173456,1
1850,-19.0,308.75,-1.253109098326879,-1.253109098326879,1
1850,-17.0,13.75,-1.755125016941246,-1.755125016941246,1
1850,-17.0,16.25,-1.2116403884099387,-1.2116403884099387,1
1850,-17.0,126.25,-1.2007400567659918,-1.2007400567659918,1
1850,-17.0,128.75,-1.171370604024564,-1.171370604024564,1
1850,-17.0,131.25,-1.2498097140564366,-1.2498097140564366,1
1850,-17.0,138.75,-1.1057253354061465,-1.1057253354061465,1
1850,-17.0,141.25,-1.3329337165673194,-1.3329337165673194,1
1850,-17.0,298.75,-1.2280749953091188,-1.2280749953091188,1
1850,-17.0,303.75,-2.0770456236208883,-2.0770456236208883,1
1850,-15.0,13.75,-1.677651422231064,-1.677651422231064,1
1850,-15.0,16.25,-1.53365066741626,-1.53365066741626,1
1850,-15.0,128.75,-1.1598840498282892,-1.1598840498282892,1
1850,-15.0,131.25,-1.215560098545218,-1.215560098545218,1
1850,-13.0,16.25,-2.1759358096662127,-2.1759358096662127,1
1850,-13.0,18.75,-1.6013304214042672,-1.6013304214042672,1
1850,-13.0,288.75,-1.1349314447830776,-1.1349314447830776,1
1850,-11.0,18.75,-1.1327507934569194,-1.1327507934569194,1
1850,-11.0,288.75,-1.2320211790934454,-1.2320211790934454,1
1850,-11.0,291.25,-1.2370826729418718,-1.2370826729418718,1
1850,-11.0,293.75,-1.3972851317247277,-1.3972851317247277,1
1850,-9.0,291.25,-1.331174597404459,-1.331174597404459,1
1850,-7.0,26.25,-1.091916609105657,-1.091916609105657,1
1850,-7.0,108.75,-1.3388066258139946,-1.3388066258139946,1
1850,-7.0,291.25,-1.1235878823912793,-1.1235878823912793,1
1850,-5.0,21.25,-1.8862712040866143,-1.8862712040866143,1
1850,-3.0,11.25,-1.415851451190678,-1.415851451190678,1
1850,-3.0,28.75,-1.2642296770148145,-1.2642296770148145,1
1850,-3.0,31.25,-1.039802269106772,-1.039802269106772,1
1850,-3.0,33.75,-1.7258405389246982,-1.7258405389246982,1
1850,-3.0,103.75,-1.049780352784296,-1.049780352784296,1
1850,-1.0,21.25,-1.2994519708145775,-1.2994519708145775,1
1850,-1.0,28.75,-1.8834523845791291,-1.8834523845791291,1
1850,-1.0,31.25,-1.578470825403835,-1.578470825403835,1
1850,1.0,16.25,-1.5836261702745893,-1.5836261702745893,1
1850,1.0,31.25,-1.9590537838927928,-1.9590537838927928,1
1850,1.0,33.75,-1.7014159049193949,-1.7014159049193949,1
1850,1.0,36.25,-1.097650279135653,-1.097650279135653,1
1850,3.0,31.25,-1.3625249262292205,-1.3625249262292205,1
1850,3.0,33.75,-1.3207634626119775,-1.3207634626119775,1
1850,5.0,11.25,-1.2361409463426782,-1.2361409463426782,1
1850,5.0,286.25,-1.0608447592320758,-1.0608447592320758,1
1850,7.0,8.75,-1.078790841737498,-1.078790841737498,1
1850,7.0,11.25,-1.394251964337489,-1.394251964337489,1
1850,7.0,26.25,-2.050939055440444,-2.050939055440444,1
1850,7.0,48.75,-1.152856001685167,-1.152856001685167,1
1850,9.0,8.75,-1.5109185100399405,-1.5109185100399405,1
1850,9.0,26.25,-1.249246771758737,-1.249246771758737,1
1850,9.0,43.75,-1.5269894103603798,-1.5269894103603798,1
1850,9.0,46.25,-1.308153686129342,-1.308153686129342,1
1850,9.0,48.75,-1.198235493085575,-1.198235493085575,1
1850,11.0,18.75,-1.2361204298051085,-1.2361204298051085,1
1850,11.0,41.25,-1.3369983611810854,-1.3369983611810854,1
1850,11.0,48.75,-1.030870020876611,-1.030870020876611,1
1850,13.0,43.75,-1.3032149904738195,-1.3032149904738195,1
1850,13.0,273.75,-1.1550183790623314,-1.1550183790623314,1
1850,13.0,276.25,-1.415491050901133,-1.415491050901133,1
1850,15.0,43.75,-1.1316585492273978,-1.1316585492273978,1
1850,15.0,46.25,-1.0628444428054515,-1.0628444428054515,1
1850,15.0,273.75,-1.5628000618812563,-1.5628000618812563,1
1850,15.0,276.25,-1.4418968567614423,-1.4418968567614423,1
1850,17.0,38.75,-1.1109510281429131,-1.1109510281429131,1
1850,17.0,351.25,-1.0146865223179775,-1.0146865223179775,1
1850,19.0,263.75,-1.0346080962211142,-1.0346080962211142,1
1850,19.0,271.25,-1.1309309212769267,-1.1309309212769267,1
1850,21.0,271.25,-1.1619067835236252,-1.1619067835236252,1
1850,23.0,93.75,-1.050530625871612,-1.050530625871612,1
1850,23.0,113.75,-1.004658863862007,-1.004658863862007,1
1850,23.0,261.25,-1.672255500577942,-1.672255500577942,1
1850,25.0,93.75,-1.5703054658774167,-1.5703054658774167,1
1850,25.0,96.25,-1.4450322109351683,-1.4450322109351683,1
1850,25.0,98.75,-1.0512874847205145,-1.0512874847205145,1
1850,25.0,106.25,-1.130031753029584,-1.130031753029584,1
1850,25.0,113.75,-1.0691996453094716,-1.0691996453094716,1
1850,25.0,261.25,-1.4656728804306205,-1.4656728804306205,1
1850,27.0,91.25,-1.1847403249569315,-1.1847403249569315,1
1850,27.0,93.75,-1.7835531605898625,-1.7835531605898625,1
1850,27.0,96.25,-1.0730264585396347,-1.0730264585396347,1
1850,27.0,98.75,-1.2722078473852687,-1.2722078473852687,1
1850,27.0,106.25,-1.0459432837232383,-1.0459432837232383,1
1850,29.0,1.25,-1.0911832261589662,-1.0911832261589662,1
1850,29.0,3.75,-1.1361339506080523,-1.1361339506080523,1
1850,29.0,66.25,-1.0883255852434792,-1.0883255852434792,1
1850,29.0,96.25,-1.2399678354554624,-1.2399678354554624,1
1850,29.0,98.75,-1.637246395643793,-1.637246395643793,1
1850,29.0,101.25,-1.5604831388678162,-1.5604831388678162,1
1850,29.0,108.75,-1.353053179852582,-1.353053179852582,1
1850,29.0,113.75,-1.057365020738248,-1.057365020738248,1
1850,31.0,6.25,-1.1225138042002325,-1.1225138042002325,1
1850,31.0,8.75,-1.3443910601861786,-1.3443910601861786,1
1850,31.0,21.25,-1.1962842884928473,-1.1962842884928473,1
1850,31.0,31.25,-1.2880728800338452,-1.2880728800338452,1
1850,31.0,66.25,-1.0752655509089553,-1.0752655509089553,1
1850,31.0,88.75,-1.008965659519816,-1.008965659519816,1
1850,31.0,93.75,-1.3689334833006226,-1.3689334833006226,1
1850,31.0,106.25,-1.1760584214122127,-1.1760584214122127,1
1850,31.0,108.75,-1.8671439518798176,-1.8671439518798176,1
1850,31.0,111.25,-1.6120269571950003,-1.6120269571950003,1
1850,31.0,113.75,-1.9381153674749112,-1.9381153674749112,1
1850,33.0,6.25,-1.3613280481895065,-1.3613280481895065,1
1850,33.0,8.75,-1.3137907948874152,-1.3137907948874152,1
1850,33.0,53.75,-1.2115811943351316,-1.2115811943351316,1
1850,33.0,93.75,-1.0421207143639586,-1.0421207143639586,1
1850,33.0,98.75,-1.1827936663617762,-1.1827936663617762,1
1850,35.0,1.25,-1.0183200085436803,-1.0183200085436803,1
1850,35.0,3.75,-1.3435320570572138,-1.3435320570572138,1
1850,35.0,8.75,-1.7194811353563522,-1.7194811353563522,1
1850,35.0,58.75,-1.652004535927479,-1.652004535927479,1
1850,35.0,88.75,-1.381462617570024,-1.381462617570024,1
1850,35.0,91.25,-2.1021311829798277,-2.1021311829798277,1
1850,35.0,93.75,-1.746010494586573,-1.746010494586573,1
1850,35.0,96.25,-2.038103872565222,-2.038103872565222,1
1850,35.0,98.75,-1.8295519793938084,-1.8295519793938084,1
1850,35.0,101.25,-1.4335866623500075,-1.4335866623500075,1
1850,37.0,8.75,-1.3106587260084792,-1.3106587260084792,1
1850,37.0,66.25,-1.172401324805053,-1.172401324805053,1
1850,37.0,76.25,-1.146534501439422,-1.146534501439422,1
1850,37.0,78.75,-1.9514656174573517,-1.9514656174573517,1
1850,37.0,81.25,-1.4901835380186024,-1.4901835380186024,1
1850,37.0,83.75,-1.165406149467911,-1.165406149467911,1
1850,37.0,86.25,-2.1573352392896497,-2.1573352392896497,1
1850,37.0,91.25,-1.763930259823076,-1.763930259823076,1
1850,37.0,93.75,-1.9124665929029565,-1.9124665929029565,1
1850,37.0,98.75,-1.1456805571177957,-1.1456805571177957,1
1850,37.0,103.75,-1.004007411459927,-1.004007411459927,1
