year,climate_zone,continent,mean_temp_C,mean_pr_mm_day,mean_spi
1877,Temperate,North America,6.4095,2.4526,-0.0921
1877,Temperate,Oceania,14.3268,2.7608,0.0313
1877,Temperate,South America,9.2806,2.4824,-0.3266
1877,Tropical,Africa,25.7021,2.7364,0.0548
1877,Tropical,Asia,26.5779,5.1151,0.1428
1877,Tropical,North America,24.6114,3.0536,0.1198
1877,Tropical,Oceania,25.692,5.2107,0.0713
1877,Tropical,South America,24.2869,3.9879,0.44
1878,Polar,Antarctica,-34.691,0.5953,-0.6644
1878,Polar,Asia/Europe,-18.8275,0.7471,-0.3197
1878,Polar,Europe,-11.3422,1.5089,0.9924
1878,Polar,North America,-20.7231,0.662,0.233
1878,Polar,South America,-9.0082,1.7291,-0.0049
1878,Temperate,Africa,14.2634,2.1951,-0.351
1878,Temperate,Antarctica,-2.3771,2.6274,-0.2803
1878,Temperate,Asia,8.6959,2.3557,-0.1688
1878,Temperate,Asia/Europe,-9.6154,1.3159,-0.6222
1878,Temperate,Europe,8.4541,2.546,-0.3522
1878,Temperate,North America,6.2466,2.444,-0.2586
1878,Temperate,Oceania,14.2186,2.8962,0.4875
1878,Temperate,South America,9.3855,2.5206,-0.2868
1878,Tropical,Africa,25.2423,2.7456,0.186
1878,Tropical,Asia,26.1791,4.8577,0.5855
1878,Tropical,North America,24.5619,3.038,-0.1299
1878,Tropical,Oceania,25.5387,5.1759,0.0461
1878,Tropical,South America,23.8306,3.788,0.4496
1879,Polar,Antarctica,-34.4353,0.7017,-0.2422
1879,Polar,Asia/Europe,-17.6173,0.7728,-0.0278
1879,Polar,Europe,-11.8317,1.4698,-0.0048
1879,Polar,North America,-19.4289,0.6632,0.3555
1879,Polar,South America,-9.6149,1.5903,-0.4198
1879,Temperate,Africa,14.383,2.2874,-0.1623
1879,Temperate,Antarctica,-1.9095,2.6435,-0.1967
1879,Temperate,Asia,8.7431,2.3663,-0.2514
1879,Temperate,Asia/Europe,-9.4147,1.3625,-0.1382
1879,Temperate,Europe,7.935,2.6017,-0.0699
1879,Temperate,North America,6.2741,2.5234,-0.2479
1879,Temperate,Oceania,14.2258,2.6772,0.0844
1879,Temperate,South America,9.1581,2.6083,-0.1215
1879,Tropical,Africa,25.4818,2.7692,0.3763
1879,Tropical,Asia,26.3281,4.0776,-0.0801
1879,Tropical,North America,25.5031,3.0778,-0.2258
1879,Tropical,Oceania,26.0665,5.8554,0.1389
1879,Tropical,South America,24.8773,3.4783,0.037
1880,Polar,Antarctica,-33.7991,0.6912,0.2724
1880,Polar,Asia/Europe,-17.4989,0.7904,-0.0774
1880,Polar,Europe,-11.5442,1.3721,0.0218
1880,Polar,North America,-18.0708,0.6782,0.3698
1880,Polar,South America,-9.0381,1.6968,-0.4092
1880,Temperate,Africa,14.4033,2.3334,0.3261
1880,Temperate,Antarctica,-1.6726,2.7219,-0.1117
1880,Temperate,Asia,9.126,2.4733,0.0849
1880,Temperate,Asia/Europe,-8.6815,1.4014,-0.1987
1880,Temperate,Europe,7.775,2.6545,-0.0362
1880,Temperate,North America,6.7253,2.6198,0.1141
1880,Temperate,Oceania,14.269,2.5223,-0.1693
1880,Temperate,South America,9.3839,2.6637,-0.002
1880,Tropical,Africa,26.2409,2.4304,0.1403
1880,Tropical,Asia,26.9141,4.2764,-0.5716
1880,Tropical,North America,26.293,4.093,-0.0147
1880,Tropical,Oceania,26.3566,5.7196,-0.1102
1880,Tropical,South America,26.0494,3.436,-0.3594
1881,Polar,Antarctica,-34.1689,0.6551,0.1118
1881,Polar,Asia/Europe,-17.2171,0.7903,-0.1629
1881,Polar,Europe,-10.2636,1.3529,-0.2864
1881,Polar,North America,-18.7061,0.6518,0.219
1881,Polar,South America,-8.8411,1.781,0.077
1881,Temperate,Africa,14.5527,2.2364,-0.0164
1881,Temperate,Antarctica,-2.1183,2.7762,0.4901
1881,Temperate,Asia,9.107,2.4124,0.0081
1881,Temperate,Asia/Europe,-9.2176,1.4266,0.112
1881,Temperate,Europe,8.3954,2.6129,0.0982
1881,Temperate,North America,6.6562,2.5427,-0.0766
1881,Temperate,Oceania,14.2523,2.6013,-0.0243
1881,Temperate,South America,9.4987,2.5963,-0.0055
1881,Tropical,Africa,26.271,2.5873,-0.1395
1881,Tropical,Asia,26.9958,4.9777,0.0094
1881,Tropical,North America,26.0314,3.7324,0.2414
1881,Tropical,Oceania,26.3948,5.4739,-0.1871
1881,Tropical,South America,25.6999,3.3676,-0.5361
1882,Polar,Antarctica,-33.7615,0.659,0.1474
1882,Polar,Asia/Europe,-17.0639,0.8473,0.2671
1882,Polar,Europe,-10.9399,1.4951,0.2035
1882,Polar,North America,-18.7165,0.6471,-0.1455
1882,Polar,South America,-8.0388,1.6748,0.1062
1882,Temperate,Africa,14.4002,2.1263,-0.4065
1882,Temperate,Antarctica,-2.1152,2.738,0.4824
1882,Temperate,Asia,9.0772,2.3607,-0.2093
1882,Temperate,Asia/Europe,-8.846,1.3405,-0.0699
1882,Temperate,Europe,8.1551,2.5143,-0.2132
1882,Temperate,North America,6.8626,2.4717,-0.0928
1882,Temperate,Oceania,14.2631,2.7557,0.0912
1882,Temperate,South America,9.5773,2.5388,-0.0683
1882,Tropical,Africa,25.7849,2.5463,-0.2071
1882,Tropical,Asia,26.5829,5.3919,0.4629
1882,Tropical,North America,24.9376,3.2371,0.1247
1882,Tropical,Oceania,25.8554,5.2355,0.0732
1882,Tropical,South America,24.6093,4.0353,0.3469
1883,Polar,Antarctica,-34.5029,0.6279,-0.2169
1883,Polar,Asia/Europe,-17.2837,0.8777,0.4915
1883,Polar,Europe,-9.6525,1.5557,0.5346
1883,Polar,North America,-19.3854,0.6947,0.3291
1883,Polar,South America,-8.3795,1.6438,-0.4778
1883,Temperate,Africa,14.3526,2.1913,-0.3113
1883,Temperate,Antarctica,-2.114,2.6505,0.172
1883,Temperate,Asia,8.6695,2.2406,-0.373
1883,Temperate,Asia/Europe,-8.5883,1.4231,0.0259
1883,Temperate,Europe,8.4683,2.534,-0.332
1883,Temperate,North America,6.7316,2.4945,-0.2227
1883,Temperate,Oceania,14.2298,2.8172,0.2682
1883,Temperate,South America,9.3756,2.5782,-0.1359
1883,Tropical,Africa,25.5356,2.5518,-0.1162
1883,Tropical,Asia,26.1438,4.8993,0.5824
1883,Tropical,North America,25.0235,3.0506,0.0063
1883,Tropical,Oceania,25.804,5.3829,0.0779
1883,Tropical,South America,24.4158,3.8902,0.4776
1884,Polar,Antarctica,-34.3407,0.6739,-0.0357
1884,Polar,Asia/Europe,-17.23,0.7928,0.7042
1884,Polar,Europe,-9.6345,1.492,0.7087
1884,Polar,North America,-19.5826,0.6498,0.38
1884,Polar,South America,-8.8799,1.6159,-0.4237
1884,Temperate,Africa,14.1719,2.2926,0.1748
1884,Temperate,Antarctica,-2.2604,2.6793,-0.1537
1884,Temperate,Asia,8.0099,2.2817,-0.3584
1884,Temperate,Asia/Europe,-9.0499,1.2742,-0.1229
1884,Temperate,Europe,7.6238,2.4984,-0.2647
1884,Temperate,North America,6.2632,2.5871,-0.0232
1884,Temperate,Oceania,14.194,2.5978,-0.0073
1884,Temperate,South America,9.2213,2.6132,-0.0741
1884,Tropical,Africa,25.3705,2.7038,-0.0788
1884,Tropical,Asia,26.1442,4.1131,0.0026
1884,Tropical,North America,25.289,3.018,-0.3196
1884,Tropical,Oceania,25.9003,5.7355,0.0658
1884,Tropical,South America,24.5928,3.6529,0.1445
1885,Polar,Antarctica,-33.8555,0.6585,-0.2325
1885,Polar,Asia/Europe,-19.043,0.7406,-0.0021
1885,Polar,Europe,-12.8954,1.1835,-0.1013
1885,Polar,North America,-18.9031,0.6032,0.0067
1885,Polar,South America,-9.6719,1.592,-0.4037
1885,Temperate,Africa,14.3668,2.297,0.051
1885,Temperate,Antarctica,-1.9596,2.6649,0.0667
1885,Temperate,Asia,8.6968,2.4183,-0.1651
1885,Temperate,Asia/Europe,-10.0092,1.3856,-0.2096
1885,Temperate,Europe,7.5033,2.7156,0.0348
1885,Temperate,North America,6.2671,2.5836,0.0188
1885,Temperate,Oceania,14.0483,2.5428,-0.1151
1885,Temperate,South America,9.3132,2.7677,0.1682
1885,Tropical,Africa,25.9741,2.4757,-0.0342
1885,Tropical,Asia,26.641,4.1401,-0.4569
1885,Tropical,North America,26.0517,3.8154,-0.3107
1885,Tropical,Oceania,26.1394,5.8229,-0.0736
1885,Tropical,South America,25.5898,3.476,0.0465
1886,Polar,Antarctica,-33.9685,0.6513,0.0135
1886,Polar,Asia/Europe,-20.9233,0.7736,-0.8712
1886,Polar,Europe,-12.6875,1.2949,-1.4543
1886,Polar,North America,-19.7958,0.648,-0.6177
1886,Polar,South America,-7.4007,1.9096,0.3584
1886,Temperate,Africa,14.4682,2.2603,0.1176
1886,Temperate,Antarctica,-2.0251,2.7221,0.1572
1886,Temperate,Asia,9.1945,2.4048,0.1882
1886,Temperate,Asia/Europe,-10.3207,1.4068,-0.2975
1886,Temperate,Europe,7.8954,2.6502,0.0567
1886,Temperate,North America,6.3234,2.4742,-0.1384
1886,Temperate,Oceania,14.287,2.6244,-0.0334
1886,Temperate,South America,9.6404,2.6568,0.2417
1886,Tropical,Africa,26.3997,2.5225,-0.4149
1886,Tropical,Asia,26.9151,4.5671,-0.3191
1886,Tropical,North America,25.9143,4.3253,0.4489
1886,Tropical,Oceania,26.2903,5.2311,-0.2612
1886,Tropical,South America,25.4009,4.1416,0.2606
1887,Polar,Antarctica,-34.5265,0.6092,-0.519
1887,Polar,Asia/Europe,-17.0503,0.8124,-0.0799
1887,Polar,Europe,-10.6195,1.4435,-0.2955
1887,Polar,North America,-18.7926,0.7034,0.9074
1887,Polar,South America,-8.1223,1.751,0.3691
1887,Temperate,Africa,14.2966,2.1557,-0.2764
1887,Temperate,Antarctica,-2.3425,2.5968,-0.3607
1887,Temperate,Asia,8.8939,2.4199,-0.1454
1887,Temperate,Asia/Europe,-8.5492,1.3319,-0.1353
1887,Temperate,Europe,8.0102,2.4985,-0.2088
1887,Temperate,North America,6.5766,2.4965,-0.1232
1887,Temperate,Oceania,14.3432,2.7531,0.1938
1887,Temperate,South America,9.5401,2.547,0.0628
1887,Tropical,Africa,25.6316,2.6873,-0.0549
1887,Tropical,Asia,26.519,5.1814,0.2401
1887,Tropical,North America,24.9389,3.2014,0.1807
1887,Tropical,Oceania,25.8092,5.1059,-0.0381
1887,Tropical,South America,24.3923,4.0116,0.4707
1888,Polar,Antarctica,-34.4399,0.6369,-0.5819
1888,Polar,Asia/Europe,-17.9534,0.7855,0.4714
1888,Polar,Europe,-11.949,1.2289,-0.1024
1888,Polar,North America,-19.1279,0.6168,0.0868
1888,Polar,South America,-9.1534,1.6771,-0.0526
1888,Temperate,Africa,14.3846,2.1597,-0.5175
1888,Temperate,Antarctica,-2.3921,2.6544,-0.2129
1888,Temperate,Asia,9.3504,2.2472,-0.3886
1888,Temperate,Asia/Europe,-9.6279,1.4617,-0.0752
1888,Temperate,Europe,7.9149,2.598,-0.217
1888,Temperate,North America,6.5054,2.4802,-0.1518
1888,Temperate,Oceania,14.2224,2.9066,0.3453
1888,Temperate,South America,9.4096,2.5153,-0.0072
1888,Tropical,Africa,25.2712,2.5402,-0.0024
1888,Tropical,Asia,26.0868,5.3319,0.794
1888,Tropical,North America,24.7382,3.0397,-0.1091
1888,Tropical,Oceania,25.6563,5.1601,-0.0178
1888,Tropical,South America,24.0685,3.8534,0.5466
1889,Polar,Antarctica,-33.7652,0.6935,0.234
1889,Polar,Asia/Europe,-16.5138,0.7859,-0.0466
1889,Polar,Europe,-9.2366,1.5307,-0.1436
1889,Polar,North America,-20.2376,0.676,-0.3129
1889,Polar,South America,-8.3998,1.5532,-0.7861
1889,Temperate,Africa,14.4942,2.3366,0.0221
1889,Temperate,Antarctica,-2.067,2.704,0.098
1889,Temperate,Asia,8.9085,2.3784,-0.089
1889,Temperate,Asia/Europe,-8.5684,1.5028,0.3646
1889,Temperate,Europe,8.2693,2.5258,-0.1895
1889,Temperate,North America,6.1294,2.4813,-0.128
1889,Temperate,Oceania,14.3632,2.7327,0.1769
1889,Temperate,South America,9.3488,2.5985,-0.1413
1889,Tropical,Africa,25.6139,2.5321,-0.279
1889,Tropical,Asia,26.2702,4.1382,0.2167
1889,Tropical,North America,25.456,3.4791,0.1689
1889,Tropical,Oceania,26.0343,5.6401,0.0658
1889,Tropical,South America,24.8394,3.6934,0.2407
1890,Polar,Antarctica,-33.7888,0.6572,0.0371
1890,Polar,Asia/Europe,-17.8729,0.7784,-0.2246
1890,Polar,Europe,-10.9953,1.3945,0.1093
1890,Polar,North America,-18.9499,0.6638,0.0912
1890,Polar,South America,-8.0422,1.6765,-0.559
1890,Temperate,Africa,14.5676,2.3724,0.4452
1890,Temperate,Antarctica,-1.8961,2.7262,0.1009
1890,Temperate,Asia,9.2985,2.4788,0.0182
1890,Temperate,Asia/Europe,-8.592,1.511,0.643
1890,Temperate,Europe,8.346,2.7562,0.2151
1890,Temperate,North America,6.4276,2.5905,-0.0049
1890,Temperate,Oceania,14.2609,2.5764,-0.101
1890,Temperate,South America,9.5136,2.6676,0.0502
1890,Tropical,Africa,26.317,2.5752,0.0449
1890,Tropical,Asia,26.7888,4.2103,-0.5059
1890,Tropical,North America,26.1284,4.0954,0.373
1890,Tropical,Oceania,26.3277,5.5302,-0.204
1890,Tropical,South America,25.6968,3.6414,-0.0652
1891,Polar,Antarctica,-34.2558,0.6402,-0.3807
1891,Polar,Asia/Europe,-19.2155,0.7474,-0.5073
1891,Polar,Europe,-12.8803,1.2751,-0.6185
1891,Polar,North America,-18.4474,0.6544,0.3228
1891,Polar,South America,-8.6671,1.6591,-0.0809
1891,Temperate,Africa,14.4674,2.3265,0.2803
1891,Temperate,Antarctica,-2.2382,2.7016,0.23
1891,Temperate,Asia,9.0697,2.4537,0.0826
1891,Temperate,Asia/Europe,-9.8282,1.435,0.83
1891,Temperate,Europe,8.091,2.7199,0.4017
1891,Temperate,North America,6.4476,2.5747,0.0006
1891,Temperate,Oceania,14.3138,2.5133,-0.1547
1891,Temperate,South America,9.583,2.6743,0.0302
1891,Tropical,Africa,26.2932,2.7219,0.0792
1891,Tropical,Asia,26.9169,4.1776,-0.4164
1891,Tropical,North America,26.2574,3.4128,0.0381
1891,Tropical,Oceania,26.3938,5.8674,-0.2077
1891,Tropical,South America,25.6764,3.4129,-0.0461
1892,Polar,Antarctica,-33.7372,0.6626,-0.3195
1892,Polar,Asia/Europe,-17.3961,0.8412,-0.0802
1892,Polar,Europe,-10.5189,1.5237,-0.0916
1892,Polar,North America,-19.419,0.6268,0.0916
1892,Polar,South America,-8.5679,1.6898,-0.6038
1892,Temperate,Africa,14.375,2.181,0.1097
1892,Temperate,Antarctica,-2.2611,2.6755,-0.0004
1892,Temperate,Asia,9.1543,2.4673,0.1731
1892,Temperate,Asia/Europe,-8.8069,1.332,-0.0994
1892,Temperate,Europe,8.3344,2.6154,0.4444
1892,Temperate,North America,6.5676,2.5293,-0.1288
1892,Temperate,Oceania,14.326,2.5974,-0.1355
1892,Temperate,South America,9.5027,2.7048,0.3483
1892,Tropical,Africa,26.2333,2.6135,-0.0757
1892,Tropical,Asia,26.9401,4.8246,-0.2443
1892,Tropical,North America,25.6579,3.6221,0.0388
1892,Tropical,Oceania,26.3053,5.5125,-0.0854
1892,Tropical,South America,25.2971,3.5746,-0.3141
1893,Polar,Antarctica,-34.1355,0.6766,0.0479
1893,Polar,Asia/Europe,-18.3667,0.7161,-0.2719
1893,Polar,Europe,-8.9108,1.3209,-0.1315
1893,Polar,North America,-18.7379,0.6601,0.0164
1893,Polar,South America,-8.3487,1.7354,0.3109
1893,Temperate,Africa,14.4664,2.2101,-0.2484
1893,Temperate,Antarctica,-1.9594,2.7042,0.1892
1893,Temperate,Asia,8.9312,2.4582,-0.0656
1893,Temperate,Asia/Europe,-9.5807,1.3138,-0.4704
1893,Temperate,Europe,8.6878,2.6212,-0.096
1893,Temperate,North America,6.4166,2.4813,-0.0613
1893,Temperate,Oceania,14.2341,2.7144,-0.0879
1893,Temperate,South America,9.5097,2.555,0.1329
1893,Tropical,Africa,25.5818,2.698,-0.0679
1893,Tropical,Asia,26.4792,4.9345,0.4258
1893,Tropical,North America,25.1114,3.3391,0.3088
1893,Tropical,Oceania,25.8939,5.2308,0.0599
1893,Tropical,South America,24.5492,3.7892,0.1604
1894,Polar,Antarctica,-33.9865,0.6348,-0.3025
1894,Polar,Asia/Europe,-16.6269,0.8109,-0.3241
1894,Polar,Europe,-9.9749,1.5179,-0.0656
1894,Polar,North America,-18.8763,0.6372,-0.1293
1894,Polar,South America,-9.1018,1.5231,-0.6431
1894,Temperate,Africa,14.5331,2.3004,-0.107
1894,Temperate,Antarctica,-1.7127,2.6231,-0.282
1894,Temperate,Asia,9.1145,2.3879,-0.0093
1894,Temperate,Asia/Europe,-7.6835,1.3764,-0.1526
1894,Temperate,Europe,8.7791,2.6386,0.0783
1894,Temperate,North America,6.4312,2.5514,0.0064
1894,Temperate,Oceania,14.1758,2.6296,-0.0134
1894,Temperate,South America,9.4767,2.7031,0.1715
1894,Tropical,Africa,25.7016,2.6132,0.0446
1894,Tropical,Asia,26.4272,4.0381,-0.1191
1894,Tropical,North America,25.6672,3.4003,0.1492
1894,Tropical,Oceania,26.1351,5.8294,0.0772
1894,Tropical,South America,25.1153,3.6849,0.2264
1895,Polar,Antarctica,-33.6103,0.6383,-0.1982
1895,Polar,Asia/Europe,-17.6025,0.8185,0.1524
1895,Polar,Europe,-8.2565,1.444,0.3451
1895,Polar,North America,-18.0157,0.6571,0.0122
1895,Polar,South America,-8.8322,1.5736,-0.729
1895,Temperate,Africa,14.3728,2.3065,0.4123
1895,Temperate,Antarctica,-2.1755,2.5821,-0.3448
1895,Temperate,Asia,8.9122,2.5953,0.2726
1895,Temperate,Asia/Europe,-10.4267,1.3626,-0.2374
1895,Temperate,Europe,8.6588,2.6612,0.2342
1895,Temperate,North America,6.483,2.5641,0.0322
1895,Temperate,Oceania,14.1797,2.5561,-0.0943
1895,Temperate,South America,9.4091,2.6371,0.1119
1895,Tropical,Africa,26.4825,2.5062,0.2251
1895,Tropical,Asia,27.1184,4.2902,-0.6059
1895,Tropical,North America,26.1615,4.2791,0.426
1895,Tropical,Oceania,26.3903,5.6992,-0.1047
1895,Tropical,South America,25.8482,3.6463,-0.1178
1896,Polar,Antarctica,-34.1021,0.6692,-0.0328
1896,Polar,Asia/Europe,-17.6292,0.7424,-0.096
1896,Polar,Europe,-10.7383,1.3718,-0.1576
1896,Polar,North America,-18.6425,0.6197,-0.2543
1896,Polar,South America,-8.1805,1.7792,-0.1998
1896,Temperate,Africa,14.4221,2.229,0.0453
1896,Temperate,Antarctica,-2.5075,2.6715,-0.3388
1896,Temperate,Asia,8.6341,2.5195,0.2285
1896,Temperate,Asia/Europe,-9.2769,1.418,-0.0108
1896,Temperate,Europe,8.434,2.5788,-0.0268
1896,Temperate,North America,6.8674,2.5111,-0.0294
1896,Temperate,Oceania,14.2067,2.6494,-0.0288
1896,Temperate,South America,9.6281,2.6276,0.1392
1896,Tropical,Africa,25.9006,2.6883,-0.0637
1896,Tropical,Asia,26.8422,5.1811,0.2027
1896,Tropical,North America,25.2889,3.4026,0.3852
1896,Tropical,Oceania,26.053,5.159,-0.1483
1896,Tropical,South America,24.8871,3.5767,-0.0327
1897,Polar,Antarctica,-34.4906,0.6464,-0.1186
1897,Polar,Asia/Europe,-17.3281,0.7231,-0.7821
1897,Polar,Europe,-11.1705,1.2269,-0.7183
1897,Polar,North America,-18.39,0.612,-0.8893
1897,Polar,South America,-9.4034,1.7322,0.4338
1897,Temperate,Africa,14.2722,2.2619,-0.042
1897,Temperate,Antarctica,-2.752,2.6063,-0.1717
1897,Temperate,Asia,8.8302,2.2858,-0.1411
1897,Temperate,Asia/Europe,-8.7205,1.3338,0.0439
1897,Temperate,Europe,8.1137,2.6237,-0.0148
1897,Temperate,North America,6.5954,2.5451,0.0548
1897,Temperate,Oceania,14.2442,2.7055,-0.0092
1897,Temperate,South America,9.4287,2.5654,-0.1983
1897,Tropical,Africa,25.6907,2.6193,0.0666
1897,Tropical,Asia,26.4616,4.8961,0.4607
1897,Tropical,North America,25.1436,3.1033,0.0007
1897,Tropical,Oceania,26.0391,5.3994,-0.0026
1897,Tropical,South America,24.5638,3.9477,0.3363
1898,Polar,Antarctica,-34.5815,0.6527,-0.3556
1898,Polar,Asia/Europe,-17.5303,0.7664,-0.6188
1898,Polar,Europe,-10.6728,1.3675,-0.7651
1898,Polar,North America,-19.3244,0.6502,-0.3408
1898,Polar,South America,-9.7755,1.6566,-0.2868
1898,Temperate,Africa,14.2987,2.1995,-0.1881
1898,Temperate,Antarctica,-2.6516,2.6923,-0.2415
1898,Temperate,Asia,8.8832,2.3504,-0.1115
1898,Temperate,Asia/Europe,-9.566,1.478,0.1691
1898,Temperate,Europe,8.3687,2.7028,0.1198
1898,Temperate,North America,6.5356,2.5612,-0.0384
1898,Temperate,Oceania,14.1375,2.6216,-0.0621
1898,Temperate,South America,9.3944,2.669,0.0199
1898,Tropical,Africa,25.7724,2.7173,0.119
1898,Tropical,Asia,26.467,4.2183,0.0217
1898,Tropical,North America,25.6254,2.9642,-0.2637
1898,Tropical,Oceania,26.1652,5.8746,0.1297
1898,Tropical,South America,25.06,3.6245,0.2567
1899,Polar,Antarctica,-34.3413,0.6643,-0.221
1899,Polar,Asia/Europe,-16.9792,0.749,-0.3745
1899,Polar,Europe,-8.867,1.4575,0.1631
1899,Polar,North America,-18.9818,0.5996,-0.4283
1899,Polar,South America,-8.7731,1.7288,-0.5852
1899,Temperate,Africa,14.4267,2.2825,0.0011
1899,Temperate,Antarctica,-2.0656,2.6642,0.0334
1899,Temperate,Asia,8.7427,2.5798,0.1388
1899,Temperate,Asia/Europe,-9.1834,1.2864,-0.1161
1899,Temperate,Europe,8.4209,2.7015,0.4863
1899,Temperate,North America,6.6561,2.5981,0.1046
1899,Temperate,Oceania,14.1707,2.5195,-0.3241
1899,Temperate,South America,9.3262,2.6366,0.0339
1899,Tropical,Africa,26.1326,2.6858,0.2435
1899,Tropical,Asia,26.8665,4.2442,-0.3386
1899,Tropical,North America,26.1458,3.6693,-0.2856
1899,Tropical,Oceania,26.2746,5.7771,-0.0516
1899,Tropical,South America,25.7792,3.4868,-0.5465
1900,Polar,Antarctica,-33.5677,0.6949,0.0132
1900,Polar,Asia/Europe,-18.6973,0.781,-0.3192
1900,Polar,Europe,-10.0743,1.5314,0.3339
1900,Polar,North America,-20.0573,0.6413,-0.4345
1900,Polar,South America,-8.4464,1.5737,-0.5421
1900,Temperate,Africa,14.3564,2.341,0.1872
1900,Temperate,Antarctica,-1.6094,2.6337,-0.275
1900,Temperate,Asia,8.8221,2.4348,0.1469
1900,Temperate,Asia/Europe,-9.1731,1.2902,-0.2832
1900,Temperate,Europe,8.1799,2.6269,0.1395
1900,Temperate,North America,6.3419,2.5511,0.0123
1900,Temperate,Oceania,14.234,2.5917,-0.1883
1900,Temperate,South America,9.4755,2.6397,0.1338
1900,Tropical,Africa,26.1931,2.6514,0.1306
1900,Tropical,Asia,26.8211,4.7633,-0.1763
1900,Tropical,North America,25.7004,3.4739,-0.048
1900,Tropical,Oceania,26.2287,5.4576,-0.0532
1900,Tropical,South America,25.2841,3.6433,-0.0139
1901,Polar,Antarctica,-34.3991,0.6434,0.0282
1901,Polar,Asia/Europe,-17.1842,0.7447,-0.1961
1901,Polar,Europe,-10.2035,1.4262,0.3628
1901,Polar,North America,-18.4752,0.6311,-0.1489
1901,Polar,South America,-8.3174,1.64,-0.6174
1901,Temperate,Africa,14.3648,2.2507,0.0389
1901,Temperate,Antarctica,-2.1758,2.6195,-0.2832
1901,Temperate,Asia,9.0191,2.3891,0.0292
1901,Temperate,Asia/Europe,-9.4876,1.4063,-0.2463
1901,Temperate,Europe,8.3676,2.5535,-0.1266
1901,Temperate,North America,6.6561,2.5992,0.0937
1901,Temperate,Oceania,14.3319,2.6057,-0.1566
1901,Temperate,South America,9.6183,2.6409,-0.0083
1901,Tropical,Africa,26.0283,2.509,-0.0306
1901,Tropical,Asia,26.7571,4.3571,0.0946
1901,Tropical,North America,25.7382,3.4944,0.1664
1901,Tropical,Oceania,26.3434,5.8029,0.0271
1901,Tropical,South America,25.2862,3.6556,-0.1948
1902,Polar,Antarctica,-33.5502,0.675,0.1119
1902,Polar,Asia/Europe,-16.3852,0.849,-0.0581
1902,Polar,Europe,-9.7146,1.5363,0.3946
1902,Polar,North America,-18.6731,0.6713,-0.1615
1902,Polar,South America,-8.9685,1.5946,-0.4699
1902,Temperate,Africa,14.3717,2.2999,0.0997
1902,Temperate,Antarctica,-2.3523,2.5978,-0.361
1902,Temperate,Asia,9.0378,2.4495,0.1011
1902,Temperate,Asia/Europe,-8.3262,1.3667,0.2699
1902,Temperate,Europe,8.597,2.6537,0.0897
1902,Temperate,North America,6.3987,2.5976,0.1677
1902,Temperate,Oceania,14.2943,2.6156,-0.1333
1902,Temperate,South America,9.4576,2.6665,-0.0039
1902,Tropical,Africa,26.134,2.6415,0.1461
1902,Tropical,Asia,26.8996,4.399,-0.2496
1902,Tropical,North America,25.815,3.4196,0.1966
1902,Tropical,Oceania,26.3969,5.6538,-0.0528
1902,Tropical,South America,25.3229,3.7395,-0.0723
1903,Polar,Antarctica,-34.5056,0.6504,-0.0556
1903,Polar,Asia/Europe,-17.386,0.8285,0.5018
1903,Polar,Europe,-10.8755,1.4455,0.1647
1903,Polar,North America,-19.5693,0.6278,0.0896
1903,Polar,South America,-9.0755,1.7342,-0.1026
1903,Temperate,Africa,14.3113,2.1639,-0.211
1903,Temperate,Antarctica,-2.48,2.6726,-0.3786
1903,Temperate,Asia,8.1623,2.3306,-0.1157
1903,Temperate,Asia/Europe,-9.2002,1.2856,-0.722
1903,Temperate,Europe,8.2009,2.5506,-0.079
1903,Temperate,North America,6.1049,2.5348,-0.0377
1903,Temperate,Oceania,14.194,2.7289,0.0189
1903,Temperate,South America,9.4594,2.5639,0.0494
1903,Tropical,Africa,25.6485,2.5367,-0.1914
1903,Tropical,Asia,26.4717,5.1169,0.1231
1903,Tropical,North America,24.878,3.1837,-0.1093
1903,Tropical,Oceania,25.9428,5.3041,0.0138
1903,Tropical,South America,24.4256,3.9448,0.3079
1904,Polar,Antarctica,-34.1299,0.6463,-0.0519
1904,Polar,Asia/Europe,-16.7998,0.7341,-0.1627
1904,Polar,Europe,-9.6548,1.423,0.3299
1904,Polar,North America,-18.8379,0.6085,-0.1953
1904,Polar,South America,-8.9429,1.6192,-0.438
1904,Temperate,Africa,14.4087,2.2473,-0.1622
1904,Temperate,Antarctica,-2.0674,2.6362,-0.064
1904,Temperate,Asia,7.9308,2.3029,-0.292
1904,Temperate,Asia/Europe,-8.6313,1.3656,-0.3396
1904,Temperate,Europe,8.1788,2.6319,-0.0176
1904,Temperate,North America,6.2336,2.5051,-0.1131
1904,Temperate,Oceania,14.2139,2.7089,0.0399
1904,Temperate,South America,9.4361,2.546,-0.0862
1904,Tropical,Africa,25.4086,2.82,0.0153
1904,Tropical,Asia,26.2079,4.7365,0.2886
1904,Tropical,North America,24.8384,3.0571,-0.0064
1904,Tropical,Oceania,25.7492,5.2595,-0.0463
1904,Tropical,South America,24.2638,3.85,0.4083
1905,Polar,Antarctica,-33.874,0.6666,-0.1445
1905,Polar,Asia/Europe,-16.3457,0.7949,-0.3796
1905,Polar,Europe,-9.2338,1.408,-0.2868
1905,Polar,North America,-18.2583,0.6294,-0.4688
1905,Polar,South America,-9.6951,1.6558,-0.2422
1905,Temperate,Africa,14.4017,2.2255,-0.1272
1905,Temperate,Antarctica,-2.1244,2.6786,-0.0186
